Unnamed: 0,area_type,location,total_sqft,bath,balcony,price,bhk
1421,Super built-up  Area,Anekal,620.0,2.0,1.0,22.0,2
1422,Built-up  Area,Horamavu Agara,982.0,2.0,1.0,47.65,2
1423,Super built-up  Area,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
1424,Super built-up  Area,Whitefield,1330.0,2.0,1.0,71.0,2
1425,Built-up  Area,JP Nagar,2500.0,3.0,2.0,135.0,3
1426,Super built-up  Area,Poorna Pragna Layout,1475.0,2.0,2.0,58.99,3
1427,Super built-up  Area,Bhoganhalli,1410.0,3.0,1.0,65.0,3
1428,Super built-up  Area,Yelahanka New Town,440.0,1.0,1.0,16.5,1
1429,Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3
1430,Super built-up  Area,Neeladri Nagar,1363.0,2.0,2.0,68.0,2
1431,Built-up  Area,Kogilu,650.0,2.0,0.0,28.0,2
1432,Super built-up  Area,Dodda Kempaiah Layout,1015.0,2.0,1.0,45.0,2
1433,Super built-up  Area,Horamavu Banaswadi,1156.0,2.0,2.0,46.0,2
1434,Super built-up  Area,Hennur Busstop,1100.0,2.0,1.0,62.7,2
1435,Super built-up  Area,KR Puram,1455.0,3.0,2.0,46.0,3
1436,Super built-up  Area,GB Palya,930.0,2.0,1.0,45.0,2
1437,Built-up  Area,AMS Layout,1650.0,2.0,2.0,80.0,3
1438,Built-up  Area,KR Puram,1200.0,2.0,0.0,90.0,2
1439,Plot  Area,9th Block Jayanagar,700.0,1.0,0.0,150.0,1
1440,Super built-up  Area,Karuna Nagar,2900.0,3.0,2.0,135.0,4
1441,Super built-up  Area,Kadugodi,1890.0,4.0,3.0,127.0,3
1442,Super built-up  Area,Ashwathnagar,2197.0,4.0,3.0,280.0,3
1443,Super built-up  Area,Hebbal Kempapura,3522.0,3.0,2.0,380.0,3
1444,Super built-up  Area,Gaurava Nagar,1240.0,2.0,2.0,46.0,3
1445,Built-up  Area,HRBR Layout,1440.0,2.0,2.0,98.0,2
1446,Super built-up  Area,Kodichikkanahalli,650.0,1.0,2.0,38.0,1
1447,Super built-up  Area,Budigere,764.0,1.0,1.0,32.0,1
1448,Plot  Area,Sector 7 HSR Layout,900.0,4.0,0.0,90.0,5
1449,Super built-up  Area,Raja Rajeshwari Nagar,1693.0,3.0,3.0,57.39,3
1450,Built-up  Area,Hoodi,1445.0,3.0,2.0,65.0,3
1451,Super built-up  Area,Kanakpura Road,900.0,1.0,0.0,45.0,2
1452,Super built-up  Area,Singasandra,1030.0,2.0,2.0,55.0,2
1453,Super built-up  Area,Yelahanka,1381.0,2.0,2.0,52.48,3
1454,Built-up  Area,Basapura,1100.0,2.0,1.0,60.0,2
1455,Super built-up  Area,Hoodi,1575.0,3.0,2.0,66.39,3
1456,Plot  Area,Thigalarapalya,1200.0,2.0,1.0,65.0,2
1457,Super built-up  Area,Begur Road,1200.0,2.0,2.0,43.2,2
1458,Super built-up  Area,Kasturi Nagar,1080.0,2.0,2.0,80.0,2
1459,Plot  Area,Hebbal Kempapura,2280.0,5.0,2.0,200.0,5
1460,Super built-up  Area,Akshaya Nagar,1360.0,2.0,2.0,85.0,3
1461,Super built-up  Area,Jakkur,1865.0,3.0,1.0,124.0,3
1462,Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,75.0,3
1463,Super built-up  Area,Kammasandra,674.0,2.0,1.0,29.0,2
1464,Super built-up  Area,Whitefield,1405.0,2.0,1.0,78.0,3
1465,Super built-up  Area,Begur Road,1160.0,2.0,2.0,44.08,2
1466,Plot  Area,Kengeri Satellite Town ( BDA SITE),1600.0,3.0,1.0,172.0,4
1467,Super built-up  Area,Hebbal,1790.0,3.0,2.0,127.0,3
1468,Super built-up  Area,Electronic City,1128.0,2.0,1.0,65.65,2
1469,Super built-up  Area,Panathur,1180.0,2.0,1.0,70.0,2
1470,Built-up  Area,AGS Layout,1450.0,2.0,2.0,85.0,3
1471,Built-up  Area,Kengeri,340.0,1.0,1.0,10.0,1
1472,Built-up  Area,Srinagar,2000.0,3.0,1.0,166.0,4
1473,Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,53.5,2
1474,Super built-up  Area,Varthur,1125.0,2.0,2.0,40.0,2
1475,Super built-up  Area,Vittasandra,1246.0,2.0,1.0,68.0,2
1476,Super built-up  Area,HSR Layout,1372.0,2.0,1.0,61.0,2
1477,Super built-up  Area,Uttarahalli,1330.0,2.0,1.0,56.0,3
1478,Super built-up  Area,Binny Pete,2465.0,5.0,2.0,234.0,3
1479,Super built-up  Area,Dasarahalli,1300.0,2.0,3.0,55.0,2
1480,Plot  Area,Brigade Road,1420.0,1.0,0.0,220.0,2
1481,Plot  Area,Bannerghatta,810.0,4.0,1.0,50.0,4
1482,Super built-up  Area,Channasandra,1065.0,2.0,1.0,35.0,2
1483,Built-up  Area,Hessarghatta,700.0,2.0,0.0,27.0,2
1484,Carpet  Area,Hebbal,687.325,2.0,0.0,42.72,2
1485,Super built-up  Area,Belathur,1050.0,2.0,1.0,45.0,2
1486,Super built-up  Area,Maruthi HBCS Layout,1250.0,3.0,3.0,39.5,3
1487,Built-up  Area,Electronic City,865.0,2.0,0.0,42.0,2
1488,Super built-up  Area,Uttarahalli,1200.0,2.0,2.0,44.0,2
1489,Built-up  Area,Srirampura,1756.0,3.0,3.0,100.0,3
1490,Plot  Area,Malleshwaram,750.0,8.0,2.0,150.0,9
1491,Super built-up  Area,Yelahanka,628.0,1.0,1.0,24.0,1
1492,Plot  Area,9th Phase JP Nagar,1200.0,6.0,2.0,195.0,7
1493,Super built-up  Area,5th Phase JP Nagar,1207.0,2.0,2.0,63.0,2
1494,Super built-up  Area,Kalena Agrahara,1765.0,3.0,1.0,125.0,3
1495,Built-up  Area,Electronic City,1130.0,2.0,1.0,32.64,2
1496,Super built-up  Area,Devanahalli Road,1532.0,3.0,3.0,92.0,3
1497,Built-up  Area,Ejipura,1650.0,3.0,0.0,110.0,3
1498,Built-up  Area,Horamavu Banaswadi,1200.0,4.0,2.0,105.0,4
1499,Carpet  Area,Bhoganhalli,804.1,2.0,1.0,69.09,2
1500,Super built-up  Area,Doddathoguru,1200.0,2.0,2.0,75.0,2
1501,Super built-up  Area,Kengeri,1197.0,2.0,2.0,50.0,2
1502,Built-up  Area,Green Woods Layout,1200.0,2.0,2.0,66.0,2
1503,Super built-up  Area,Uttarahalli,1385.0,2.0,2.0,48.48,3
1504,Super built-up  Area,Craig Park Layout,1010.0,2.0,3.0,148.0,2
1505,Super built-up  Area,Whitefield,2225.0,3.0,3.0,115.0,3
1506,Super built-up  Area,Immadihalli,1180.0,2.0,2.0,48.0,2
1507,Super built-up  Area,Banagiri Nagar,1525.0,2.0,3.0,122.0,3
1508,Super built-up  Area,Ananth Nagar,1100.0,2.0,2.0,31.5,2
1509,Super built-up  Area,Hiremath Layout,1435.0,3.0,3.0,70.0,3
1510,Built-up  Area,Attibele,400.0,1.0,1.0,14.0,1
1511,Super built-up  Area,Dommasandra,1200.0,2.0,2.0,50.0,2
1512,Super built-up  Area,Whitefield,1272.0,2.0,1.0,95.05,2
1513,Super built-up  Area,Whitefield,1205.0,2.0,1.0,39.0,2
1514,Built-up  Area,Kalena Agrahara,980.0,2.0,1.0,40.0,2
1515,Super built-up  Area,Malleshpalya,1225.0,2.0,2.0,46.86,2
1516,Built-up  Area,Whitefield,1541.0,3.0,1.0,72.0,3
1517,Super built-up  Area,Ramagondanahalli,1610.0,2.0,2.0,111.0,3
1518,Super built-up  Area,Jalahalli,1694.0,2.0,2.0,125.0,2
1519,Plot  Area,Jnanabharathi Layout,600.0,3.0,2.0,75.0,3
1520,Super built-up  Area,Kaggalipura,950.0,2.0,1.0,39.0,2
1521,Super built-up  Area,Muneshwara Nagar,1560.0,2.0,3.0,66.0,3
1522,Super built-up  Area,Chandapura,1201.0,2.0,2.0,27.0,2
1523,Plot  Area,Chandapura,1500.0,2.0,1.0,60.0,2
1524,Super built-up  Area,Malleshpalya,1785.0,3.0,2.0,75.0,3
1525,Built-up  Area,Raja Rajeshwari Nagar,1258.0,2.0,1.0,63.53,2
1526,Super built-up  Area,Electronic City,910.0,2.0,2.0,42.0,2
1527,Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,112.0,2
1528,Super built-up  Area,Kundalahalli,1291.0,2.0,3.0,49.0,2
1529,Built-up  Area,Chikkasandra,1070.0,2.0,2.0,42.0,2
1530,Super built-up  Area,Varthur,1012.0,2.0,1.0,66.5,2
1531,Super built-up  Area,Mahadevpura,1260.0,2.0,3.0,57.6,2
1532,Super built-up  Area,Sarjapur  Road,1282.0,2.0,2.0,72.0,2
1533,Super built-up  Area,Kanakpura Road,1843.0,3.0,2.0,92.15,3
1534,Plot  Area,Bharath Housing Society Layout,2400.0,3.0,2.0,200.0,4
1535,Built-up  Area,Chikka Tirupathi,3356.0,5.0,2.0,105.0,5
1536,Super built-up  Area,Hebbal,2790.0,5.0,3.0,198.0,4
1537,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,86.98,2
1538,Super built-up  Area,Konanakunte,1400.0,2.0,1.0,73.0,3
1539,Built-up  Area,Whitefield,1192.0,2.0,1.0,71.0,2
1540,Built-up  Area,3rd Block Jayanagar,1000.0,2.0,1.0,130.0,2
1541,Super built-up  Area,Thigalarapalya,1297.0,2.0,2.0,103.0,2
1542,Super built-up  Area,Sarjapur  Road,615.0,1.0,0.0,17.835,1
1543,Super built-up  Area,Vijayanagar,1490.0,3.0,2.0,100.0,3
1544,Super built-up  Area,Rayasandra,1373.0,3.0,2.0,72.0,3
1545,Super built-up  Area,7th Phase JP Nagar,1035.0,2.0,1.0,41.39,2
1546,Plot  Area,Kadugodi,3750.0,4.0,0.0,210.0,4
1547,Super built-up  Area,Doddakallasandra,1010.0,2.0,1.0,40.39,2
1548,Built-up  Area,Sarjapur,1195.0,2.0,1.0,42.0,2
1549,Super built-up  Area,HSR Layout,1750.0,3.0,2.0,95.0,3
1550,Super built-up  Area,Malleshpalya,1052.0,2.0,2.0,50.0,2
1551,Super built-up  Area,Horamavu Banaswadi,1180.0,2.0,2.0,58.0,2
1552,Built-up  Area,Padmanabhanagar,3680.0,4.0,2.0,440.0,5
1553,Built-up  Area,Hormavu,2100.0,3.0,2.0,73.0,3
1554,Built-up  Area,Hoodi,2863.0,4.0,1.0,140.0,4
1555,Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2.0,2.0,38.24,2
1556,Built-up  Area,Ulsoor,2700.0,3.0,1.0,450.0,3
1557,Super built-up  Area,JP Nagar,1120.0,2.0,2.0,33.6,2
1558,Built-up  Area,HSR Layout,2424.0,3.0,2.0,90.0,3
1559,Built-up  Area,Manjunatha Layout,1300.0,2.0,1.0,60.0,2
1560,Super built-up  Area,Kanakapura,1090.0,2.0,2.0,32.69,2
1561,Built-up  Area,Yelahanka,2710.0,3.0,1.0,251.0,3
1562,Plot  Area,Konanakunte Cross,3040.0,1.0,1.0,180.0,2
1563,Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,46.55,3
1564,Super built-up  Area,Hosur Road,1427.0,2.0,1.0,80.63,3
1565,Super built-up  Area,Banjara Layout,1294.0,2.0,2.0,48.0,3
1566,Built-up  Area,Begur,1580.0,3.0,2.0,75.0,3
1567,Plot  Area,Uttarahalli,400.0,5.0,1.0,200.0,5
1568,Plot  Area,Chikka Tirupathi,1808.0,4.0,2.0,80.27,3
1569,Super built-up  Area,Rajaji Nagar,3516.0,4.0,3.0,540.0,4
1570,Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,47.0,2
1571,Super built-up  Area,Kanakpura Road,900.0,2.0,1.0,46.0,2
1572,Super built-up  Area,Abbaiah Reddy Layout,1310.0,2.0,3.0,50.0,3
1573,Super built-up  Area,Kanakpura Road,900.0,2.0,1.0,46.0,2
1574,Built-up  Area,Singasandra,3850.0,6.0,3.0,195.0,4
1575,Plot  Area,Kogilu,925.0,7.0,3.0,88.0,7
1576,Super built-up  Area,Yelachenahalli,2400.0,1.0,1.0,150.0,2
1577,Super built-up  Area,Koramangala,1290.0,2.0,3.0,100.0,2
1578,Built-up  Area,Yelahanka,3770.0,6.0,3.0,110.0,6
1579,Super built-up  Area,Lakshmi Layout,1390.0,3.0,1.0,120.0,3
1580,Plot  Area,Tavarekere,1200.0,4.0,2.0,72.0,4
1581,Built-up  Area,Bisuvanahalli,845.0,2.0,1.0,33.0,2
1582,Super built-up  Area,Yelahanka,1537.0,3.0,3.0,120.0,3
1583,Super built-up  Area,Immadihalli,1135.0,2.0,2.0,68.0,2
1584,Super built-up  Area,Hoodi,1512.0,3.0,2.0,75.77,3
1585,Super built-up  Area,Srinivasa Nagar,900.0,2.0,1.0,55.0,2
1586,Super built-up  Area,Jigani,1230.0,3.0,3.0,54.0,3
1587,Super built-up  Area,Thirumenahalli,1378.0,2.0,3.0,42.33,3
1588,Super built-up  Area,Whitefield,1277.0,2.0,1.0,61.3,2
1589,Super built-up  Area,Hebbal,1985.0,4.0,2.0,189.0,3
1590,Plot  Area,Kengeri,8000.0,5.0,2.0,500.0,5
1591,Super built-up  Area,KPC Layout,1210.0,2.0,2.0,62.0,2
1592,Super built-up  Area,Yelahanka,890.0,2.0,2.0,40.0,2
1593,Plot  Area,JP Nagar,2550.0,9.0,0.0,360.0,9
1594,Plot  Area,Sarjapur,1200.0,5.0,2.0,110.0,4
1595,Built-up  Area,Ardendale,3198.0,4.0,3.0,200.0,4
1596,Super built-up  Area,HOSUR MAIN ROAD,1464.0,3.0,2.0,56.0,3
1597,Super built-up  Area,Hebbal,2483.0,5.0,2.0,215.0,4
1598,Plot  Area,Begur,1550.0,4.0,2.0,130.0,4
1599,Super built-up  Area,Sarjapur  Road,4111.0,4.0,1.0,310.0,4
1600,Super built-up  Area,Electronic City,975.0,2.0,2.0,37.5,2
1601,Super built-up  Area,Nandi Durga Road,2500.0,3.0,1.0,250.0,3
1602,Super built-up  Area,Rajiv Nagar,1690.0,3.0,1.0,125.0,3
1603,Super built-up  Area,Hosa Road,1063.0,2.0,1.0,31.89,2
1604,Plot  Area,Cooke Town,2572.0,3.0,3.0,390.0,3
1605,Carpet  Area,Kumara Park,2200.0,4.0,2.0,350.0,3
1606,Built-up  Area,Daadys Gaarden Layout,1600.0,3.0,0.0,80.0,3
1607,Super built-up  Area,Maruthi Nagar,1250.0,3.0,1.0,39.5,3
1608,Super built-up  Area,Bommanahalli,520.0,1.0,0.0,19.5,1
1609,Super built-up  Area,Marathahalli,4000.0,5.0,2.0,212.0,4
1610,Built-up  Area,Munnekollal,1390.0,3.0,2.0,68.0,3
1611,Super built-up  Area,Whitefield,1185.0,2.0,2.0,40.0,2
1612,Super built-up  Area,Sahakara Nagar,1219.0,2.0,2.0,48.0,2
1613,Super built-up  Area,Kudlu Gate,1564.0,2.0,1.0,92.0,3
1614,Super built-up  Area,Sarjapur  Road,3430.0,6.0,0.0,228.5,4
1615,Super built-up  Area,Hosa Road,1100.0,2.0,2.0,37.1,2
1616,Built-up  Area,Kothannur,1300.0,2.0,0.0,60.0,3
1617,Plot  Area,Chikkabanavar,1600.0,2.0,0.0,80.0,3
1618,Built-up  Area,Ramamurthy Nagar,1600.0,3.0,2.0,75.0,3
1619,Super built-up  Area,Hennur Road,1482.0,2.0,1.0,92.0,3
1620,Plot  Area,Marsur,1000.0,4.0,3.0,66.0,3
1621,Super built-up  Area,Shampura,1200.0,2.0,3.0,53.0,2
1622,Plot  Area,Gubbalala,600.0,3.0,2.0,75.0,3
1623,Super built-up  Area,Kengeri,1200.0,2.0,0.0,58.0,2
1624,Plot  Area,Kereguddadahalli,600.0,4.0,0.0,60.0,6
1625,Built-up  Area,Nagarbhavi,2400.0,3.0,0.0,160.0,3
1626,Super built-up  Area,Marathahalli,1469.0,3.0,1.0,89.0,3
1627,Super built-up  Area,Kanakapura,551.0,1.0,1.0,30.0,1
1628,Super built-up  Area,Electronics City Phase 1,1160.0,2.0,1.0,52.0,2
1629,Super built-up  Area,Balagere,1205.0,2.0,1.0,78.5,2
1630,Built-up  Area,Kasavanhalli,1550.0,2.0,3.0,52.0,3
1631,Super built-up  Area,Gubbalala,1745.0,3.0,2.0,125.0,3
1632,Super built-up  Area,AECS Layout,1028.0,2.0,1.0,42.0,2
1633,Super built-up  Area,Frazer Town,1700.0,3.0,1.0,180.0,3
1634,Super built-up  Area,Karuna Nagar,1200.0,2.0,1.0,34.0,3
1635,Super built-up  Area,Kodihalli,2700.0,4.0,1.0,270.0,3
1636,Built-up  Area,Kallumantapa,1100.0,2.0,2.0,50.0,2
1637,Plot  Area,Ramamurthy Nagar,1200.0,3.0,1.0,72.0,2
1638,Super built-up  Area,Kaverappa Layout,1269.72,2.0,2.0,68.0,2
1639,Super built-up  Area,Electronic City Phase II,1266.0,2.0,2.0,59.0,2
1640,Super built-up  Area,Mysore Road,1060.0,2.0,1.0,62.0,2
1641,Plot  Area,Malimakanapura,1168.0,3.0,0.0,70.0,3
1642,Super built-up  Area,Medahalli,1552.0,2.0,1.0,51.0,2
1643,Super built-up  Area,Talaghattapura,2038.5,3.0,0.0,120.0,3
1644,Super built-up  Area,Attibele,500.0,1.0,1.0,17.0,1
1645,Super built-up  Area,Hulimavu,1080.0,2.0,2.0,43.2,2
1646,Plot  Area,Kattigenahalli,2100.0,4.0,2.0,155.0,4
1647,Super built-up  Area,Rustam Bagh Layout,1300.0,2.0,2.0,65.0,2
1648,Built-up  Area,Electronics City Phase 1,920.0,2.0,2.0,33.0,2
1649,Plot  Area,New Thippasandra,817.0,2.0,1.0,120.0,4
1650,Built-up  Area,Harlur,1310.0,2.0,1.0,50.0,2
1651,Super built-up  Area,Horamavu Agara,1650.0,2.0,1.0,75.0,3
1652,Super built-up  Area,Garden Layout,1515.0,3.0,3.0,93.93,3
1653,Super built-up  Area,Raja Rajeshwari Nagar,1157.0,2.0,1.0,53.8,2
1654,Super built-up  Area,Viswapriyanagar.begur Road.bommanahalli.,2400.0,5.0,1.0,85.0,4
1655,Super built-up  Area,Konanakunte,3000.0,4.0,3.0,160.0,4
1656,Super built-up  Area,Basavangudi,2200.0,2.0,1.0,162.0,3
1657,Built-up  Area,"Hoodi Circle, ",1243.0,2.0,1.0,58.0,2
1658,Super built-up  Area,Rachenahalli,1530.0,2.0,2.0,74.39,3
1659,Super built-up  Area,Judicial Layout,2070.0,3.0,3.0,162.0,3
1660,Built-up  Area,Yelahanka,1815.0,3.0,2.0,82.0,3
1661,Super built-up  Area,Sarjapur  Road,3900.0,4.0,3.0,300.0,4
1662,Super built-up  Area,Electronic City Phase II,1000.0,2.0,1.0,28.88,2
1663,Super built-up  Area,Ananth Nagar,982.0,2.0,2.0,24.55,2
1664,Super built-up  Area,Hennur Road,1232.0,2.0,2.0,89.0,2
1665,Super built-up  Area,Binny Pete,1282.0,3.0,2.0,178.0,3
1666,Super built-up  Area,Yelahanka,654.0,1.0,1.0,38.4,1
1667,Built-up  Area,Bannerghatta Road,1181.0,2.0,0.0,55.0,2
1668,Super built-up  Area,Bisuvanahalli,1075.0,2.0,1.0,45.0,3
1669,Plot  Area,2nd Stage Nagarbhavi,1200.0,4.0,2.0,245.0,4
1670,Super built-up  Area,T K Reddy Layout,1616.0,3.0,1.0,75.0,3
1671,Built-up  Area,Herohalli,1800.0,6.0,0.0,44.5,5
1672,Plot  Area,Kumbena Agrahara,1200.0,4.0,1.0,135.0,6
1673,Super built-up  Area,Whitefield,1306.0,3.0,2.0,54.65,3
1674,Super built-up  Area,Whitefield,1626.0,3.0,3.0,89.0,3
1675,Built-up  Area,"Pai layout , Mahadevapura",2700.0,4.0,2.0,214.0,6
1676,Super built-up  Area,Whitefield,1585.0,3.0,2.0,88.0,3
1677,Super built-up  Area,7th Phase JP Nagar,1370.0,2.0,1.0,56.17,2
1678,Plot  Area,Whitefield,3250.0,5.0,3.0,900.0,5
1679,Super built-up  Area,Kanakpura Road,1495.0,2.0,2.0,90.0,2
1680,Super built-up  Area,frazertown,2000.0,3.0,2.0,210.0,3
1681,Plot  Area,Akshayanagara East,2400.0,4.0,1.0,300.0,5
1682,Plot  Area,Bannerghatta,1375.0,3.0,0.0,57.0,3
1683,Super built-up  Area,Old Madras Road,3715.0,6.0,0.0,224.5,4
1684,Built-up  Area,Kereguddadahalli,1400.0,2.0,2.0,48.0,3
1685,Super built-up  Area,Kadugodi,1100.0,5.0,0.0,135.0,5
1686,Super built-up  Area,Whitefield,665.0,2.0,2.0,28.585,1
1687,Plot  Area,Hebbal Kempapura,1200.0,4.0,2.0,215.0,4
1688,Super built-up  Area,Yelahanka,1150.0,2.0,2.0,46.0,2
1689,Super built-up  Area,Hebbal,1080.0,2.0,1.0,54.0,2
1690,Super built-up  Area,Kaikondrahalli,1645.0,3.0,2.0,100.0,3
1691,Super built-up  Area,Doddanekundi,1760.0,3.0,3.0,176.0,3
1692,Built-up  Area,Venkatadri Layout,595.0,1.0,1.0,42.0,1
1693,Plot  Area,Bommenahalli,1200.0,3.0,1.0,125.0,3
1694,Super built-up  Area,JP Nagar,4624.5,4.0,0.0,314.5,4
1695,Built-up  Area,Mahaganapathy Nagar,1410.0,2.0,3.0,67.0,2
1696,Built-up  Area,Huskur,1090.0,2.0,1.0,31.48,2
1697,Plot  Area,Ramagondanahalli,540.0,1.0,0.0,30.0,1
1698,Super built-up  Area,Sarjapur  Road,1300.0,2.0,2.0,60.0,2
1699,Built-up  Area,9th Phase JP Nagar,1890.0,2.0,2.0,85.0,3
1700,Super built-up  Area,Belathur,1254.0,2.0,1.0,53.0,2
1701,Built-up  Area,Kattigenahalli,2800.0,7.0,2.0,125.0,7
1702,Built-up  Area,Ulsoor,1275.0,2.0,2.0,120.0,2
1703,Super built-up  Area,Kathriguppe,1245.0,2.0,2.0,68.48,3
1704,Built-up  Area,Rustam Bagh Layout,1170.0,2.0,2.0,86.0,2
1705,Super built-up  Area,Panathur,1193.0,2.0,1.0,86.0,2
1706,Super built-up  Area,Chandapura,850.0,2.0,1.0,25.4,2
1707,Super built-up  Area,Marathahalli,1678.0,3.0,3.0,70.0,3
1708,Built-up  Area,Gunjur,1600.0,3.0,3.0,75.0,3
1709,Super built-up  Area,Electronics City Phase 1,1750.0,3.0,2.0,84.0,3
1710,Super built-up  Area,Whitefield,1125.0,2.0,2.0,62.0,2
1711,Plot  Area,Andrahalli,2200.0,4.0,3.0,235.0,4
1712,Plot  Area,Singena Agrahara,1559.6266939129123,3.0,1.0,95.0,3
1713,Built-up  Area,HBR Layout,2800.0,2.0,0.0,200.0,3
1714,Plot  Area,R.T. Nagar,1200.0,2.0,1.0,120.0,2
1715,Built-up  Area,Vittal Nagar,1000.0,2.0,1.0,50.0,2
1716,Built-up  Area,Sadashiva Nagar,2780.0,5.0,2.0,480.0,4
1717,Built-up  Area,Electronic City Phase II,1320.0,2.0,1.0,38.13,3
1718,Super built-up  Area,2Electronic City Phase II,8000.0,27.0,0.0,230.0,27
1719,Super built-up  Area,Ardendale,2422.0,4.0,2.0,160.0,4
1720,Built-up  Area,Kasavanhalli,1100.0,2.0,1.0,50.0,2
1721,Built-up  Area,Uttarahalli,882.0,2.0,1.0,30.0,2
1722,Super built-up  Area,Bisuvanahalli,845.0,2.0,1.0,37.0,2
1723,Super built-up  Area,Kambipura,883.0,2.0,1.0,39.0,2
1724,Super built-up  Area,Thanisandra,776.5,2.0,2.0,48.145,1
1725,Super built-up  Area,Brookefield,1595.0,3.0,3.0,88.0,3
1726,Built-up  Area,Whitefield,1280.0,2.0,0.0,85.0,2
1727,Built-up  Area,3rd Block Banashankari,1700.0,2.0,1.0,550.0,4
1728,Super built-up  Area,Bhuvaneshwari Nagar,920.0,2.0,0.0,35.0,2
1729,Super built-up  Area,Choodasandra,1300.0,2.0,3.0,57.0,2
1730,Super built-up  Area,Shanthala Nagar,1450.0,1.0,0.0,230.0,2
1731,Super built-up  Area,Harlur,1757.0,3.0,2.0,132.0,3
1732,Super built-up  Area,Anekal,600.0,1.0,1.0,16.5,1
1733,Built-up  Area,Jnanabharathi Layout,2400.0,3.0,2.0,142.0,4
1734,Super built-up  Area,Sarjapur,1240.0,2.0,1.0,44.0,2
1735,Plot  Area,Kadarenahalli,750.0,10.0,2.0,90.0,10
1736,Super built-up  Area,EPIP Zone,1330.0,2.0,1.0,93.36,2
1737,Super built-up  Area,8th Phase JP Nagar,1062.0,2.0,1.0,42.47,2
1738,Built-up  Area,JP Nagar,1078.0,2.0,2.0,45.0,2
1739,Super built-up  Area,Bannerghatta Road,1460.0,2.0,2.0,72.0,3
1740,Plot  Area,Whitefield,1200.0,3.0,2.0,68.5,3
1741,Super built-up  Area,Laggere,1200.0,1.0,1.0,48.0,1
1742,Super built-up  Area,Kammasandra,912.0,2.0,1.0,39.0,3
1743,Super built-up  Area,Hosa Road,1559.6266939129123,3.0,1.0,115.0,3
1744,Plot  Area,Victoria Layout,2400.0,5.0,1.0,625.0,5
1745,Plot  Area,Prithvi Layout,2028.0,4.0,3.0,162.0,4
1746,Super built-up  Area,Mysore Road,980.0,2.0,1.0,45.47,2
1747,Built-up  Area,Sarjapur  Road,1000.0,2.0,2.0,40.0,2
1748,Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,62.0,2
1749,Built-up  Area,Bannerghatta,2611.0,3.0,1.0,239.0,3
1750,Super built-up  Area,Domlur,1875.0,2.0,2.0,150.0,3
1751,Super built-up  Area,Hennur Road,1065.0,2.0,1.0,42.6,2
1752,Built-up  Area,Sanjay nagar,1800.0,3.0,2.0,180.0,3
1753,Super built-up  Area,Sector 7 HSR Layout,1163.0,2.0,2.0,98.86,2
1754,Super built-up  Area,Tumkur Road,1098.0,2.0,1.0,72.0,2
1755,Built-up  Area,5th Phase JP Nagar,1725.0,2.0,2.0,100.0,3
1756,Plot  Area,Whitefield,4000.0,4.0,2.0,330.0,4
1757,Super built-up  Area,Thubarahalli,1128.0,2.0,2.0,75.0,2
1758,Plot  Area,Subramanyanagar,1320.0,6.0,2.0,200.0,8
1759,Super built-up  Area,Yelahanka,1705.0,3.0,1.0,74.16,3
1760,Super built-up  Area,Thigalarapalya,1418.0,2.0,2.0,95.0,2
1761,Built-up  Area,Ramamurthy Nagar,1500.0,3.0,1.0,160.0,3
1762,Built-up  Area,Hebbal,1100.0,2.0,2.0,50.0,2
1763,Super built-up  Area,KUDLU MAIN ROAD,1464.0,3.0,2.0,56.0,3
1764,Super built-up  Area,Hebbal,812.0,2.0,2.0,55.0,2
1765,Super built-up  Area,Binny Pete,2817.5,2.0,2.0,204.0,4
1766,Super built-up  Area,Doddanekundi,1280.0,2.0,2.0,40.0,2
1767,Super built-up  Area,Whitefield,1420.0,2.0,2.0,136.0,2
1768,Plot  Area,1 Ramamurthy Nagar,1200.0,11.0,0.0,170.0,11
1769,Plot  Area,Kadugondanahalli,727.0,6.0,2.0,66.0,6
1770,Plot  Area,Banashankari Stage II,1200.0,2.0,1.0,150.0,4
1771,Super built-up  Area,Old Airport Road,2774.0,4.0,2.0,207.0,4
1772,Super built-up  Area,5th Stage BEML Layout,2000.0,3.0,2.0,85.0,3
1773,Super built-up  Area,HBR Layout,1722.0,3.0,2.0,95.0,3
1774,Super built-up  Area,Indira Nagar,2800.0,3.0,1.0,330.0,3
1775,Plot  Area,IVC Road,3817.0,2.0,2.0,124.0,2
1776,Carpet  Area,Jaya Mahal layout,1650.0,3.0,3.0,175.0,3
1777,Built-up  Area,BSM Extension,840.0,2.0,2.0,27.0,2
1778,Built-up  Area,Jigani,914.0,2.0,2.0,47.0,2
1779,Super built-up  Area,Hennur Road,1482.0,2.0,2.0,83.73,3
1780,Super built-up  Area,Kundalahalli,1724.0,3.0,2.0,127.0,3
1781,Super built-up  Area,Vijinapura,1670.0,3.0,3.0,91.86,3
